ID	Cited Article	normalized_id	s2_paperId	year	publicationVenue	journal	citationCount	_error
31	https://www.semanticscholar.org/paper/7a276f79a34c0fb36b3c0b777976ca4d8b1f6281	7a276f79a34c0fb36b3c0b777976ca4d8b1f6281	7a276f79a34c0fb36b3c0b777976ca4d8b1f6281	2014	International Conference on Language Resources and Evaluation		48	
32	https://www.semanticscholar.org/paper/ec00d785e77f014b68de7e576ebf9284a45b4458	ec00d785e77f014b68de7e576ebf9284a45b4458	ec00d785e77f014b68de7e576ebf9284a45b4458	2018			4	
34	https://www.semanticscholar.org/paper/70ba3c205c0d0da82266f65beaeb2ad3393b44f7	70ba3c205c0d0da82266f65beaeb2ad3393b44f7	70ba3c205c0d0da82266f65beaeb2ad3393b44f7	2009	Recent Advances in Natural Language Processing		23	
35	https://doi.org/10.1007/978-3-030-58219-7_5	c2f91526386da15fe8a9788caef9ff53b881e828	c2f91526386da15fe8a9788caef9ff53b881e828	2020	Conference and Labs of the Evaluation Forum		10	
36	https://doi.org/10.1017/S1351324905003955	f2b18264de28827a061fe9e22c437d1f616fdb4a	f2b18264de28827a061fe9e22c437d1f616fdb4a	2005	Natural Language Engineering	Natural Language Engineering	316	
37	https://doi.org/10.1109/ICDAR.2019.00205	89e97362568441c0bde4d1df5451cc17caa60956	89e97362568441c0bde4d1df5451cc17caa60956	2019	IEEE International Conference on Document Analysis and Recognition	2019 International Conference on Document Analysis and Recognition (ICDAR)	19	
41	https://www.semanticscholar.org/paper/ecd9168526d1a82ac2348c8de52bff6323322da9	ecd9168526d1a82ac2348c8de52bff6323322da9	ecd9168526d1a82ac2348c8de52bff6323322da9	2022	International Conference on Language Resources and Evaluation		109	
43	https://doi.org/10.1016/j.specom.2013.01.008	669f24832c8fe26f6bbcee7a53b8867539a621de	669f24832c8fe26f6bbcee7a53b8867539a621de	2014	Speech Communication	Speech Commun.	44	
45	https://doi.org/10.3115/v1/P15-4018	8375a007a2c6d6cf2ec799e3ac9adb79b15a7764	8375a007a2c6d6cf2ec799e3ac9adb79b15a7764	2015	Annual Meeting of the Association for Computational Linguistics		14	
46	https://www.semanticscholar.org/paper/3bd8c180acd9363c5d177c04b2973f2a3ffef068	3bd8c180acd9363c5d177c04b2973f2a3ffef068	3bd8c180acd9363c5d177c04b2973f2a3ffef068	2017	Asian Conference on Machine Learning	ArXiv	164	
47	https://www.semanticscholar.org/paper/92923003c79ebc3d8b8d66fea1c7d9f2088aa4c0	92923003c79ebc3d8b8d66fea1c7d9f2088aa4c0	92923003c79ebc3d8b8d66fea1c7d9f2088aa4c0	2012			12	
49	https://www.semanticscholar.org/paper/fa1b1712c92206c935ff12c6425e9ba70966b984	fa1b1712c92206c935ff12c6425e9ba70966b984	fa1b1712c92206c935ff12c6425e9ba70966b984	1990			81	
50	https://www.semanticscholar.org/paper/fa1b1712c92206c935ff12c6425e9ba70966b984	fa1b1712c92206c935ff12c6425e9ba70966b984	fa1b1712c92206c935ff12c6425e9ba70966b984	1990			81	
51	https://www.semanticscholar.org/paper/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de	077f8329a7b6fa3b7c877a57b81eb6c18b5f87de	077f8329a7b6fa3b7c877a57b81eb6c18b5f87de	2019	arXiv.org	ArXiv	25999	
52	https://www.semanticscholar.org/paper/6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4	6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4	6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4	2021	International Conference on Machine Learning		35880	
54	https://doi.org/10.18653/V1/2020.COLING-MAIN.480	c360814d32fe45b7db2fcbaebb5d01402aff9b4f	c360814d32fe45b7db2fcbaebb5d01402aff9b4f	2020	International Conference on Computational Linguistics	ArXiv	43	
55	https://www.semanticscholar.org/paper/60b05f32c32519a809f21642ef1eb3eaf3848008	60b05f32c32519a809f21642ef1eb3eaf3848008	60b05f32c32519a809f21642ef1eb3eaf3848008	2004	Annual Meeting of the Association for Computational Linguistics		17392	
56	https://doi.org/10.21437/Interspeech.2005-467	7c2e83b640f1431dadfe0091e754d5283560915c	7c2e83b640f1431dadfe0091e754d5283560915c	2005	Interspeech		92	
57	https://doi.org/10.1145/3529759	a2be46e04502e9cfaa6c6181661d8696d619c34a	a2be46e04502e9cfaa6c6181661d8696d619c34a	2022	ACM Transactions on Asian and Low-Resource Language Information Processing	Transactions on Asian and Low-Resource Language Information Processing	14	
58	https://doi.org/10.1007/978-3-030-31372-2_15	bf62f88d6c3c6ff9b0ea7bc936174047a895b54a	bf62f88d6c3c6ff9b0ea7bc936174047a895b54a	2019	International Conference on Statistical Language and Speech Processing		7	
59	https://www.semanticscholar.org/paper/eb00f04d72b814dd1bfa0cf0cf425ded7237cbee	eb00f04d72b814dd1bfa0cf0cf425ded7237cbee	eb00f04d72b814dd1bfa0cf0cf425ded7237cbee	2016			2	
61	https://doi.org/10.18653/v1/2021.findings-acl.413	ecf5618b513aa5c4d5bf62ca251923a188251117	ecf5618b513aa5c4d5bf62ca251923a188251117	2021	Findings		414	
62	https://doi.org/10.1007/s10590-021-09262-4	4355a422890673a5ca7c6dd1b3939307a2b8c564	4355a422890673a5ca7c6dd1b3939307a2b8c564	2021	Machine Translation	Machine Translation	26	
63	https://doi.org/10.18653/v1/D16-1264	05dd7254b632376973f3a1b4d39485da17814df5	05dd7254b632376973f3a1b4d39485da17814df5	2016	Conference on Empirical Methods in Natural Language Processing		8586	
64	https://www.semanticscholar.org/paper/fa1b1712c92206c935ff12c6425e9ba70966b984	fa1b1712c92206c935ff12c6425e9ba70966b984	fa1b1712c92206c935ff12c6425e9ba70966b984	1990			81	
65	https://doi.org/10.1145/3529759	a2be46e04502e9cfaa6c6181661d8696d619c34a	a2be46e04502e9cfaa6c6181661d8696d619c34a	2022	ACM Transactions on Asian and Low-Resource Language Information Processing	Transactions on Asian and Low-Resource Language Information Processing	14	
66	https://doi.org/10.1109/ICT4DA56482.2022.9971385	70bb58b56670b53e8af86a71a0988219ddac5c87	70bb58b56670b53e8af86a71a0988219ddac5c87	2022	EAI International Conference on ICT for Development for Africa	2022 International Conference on Information and Communication Technology for Development for Africa (ICT4DA)	7	
68	https://www.semanticscholar.org/paper/b071526b08b6a3c4490163cdd29a4a7bd1a9822d	b071526b08b6a3c4490163cdd29a4a7bd1a9822d	b071526b08b6a3c4490163cdd29a4a7bd1a9822d	2010			20	
69	https://doi.org/10.18653/V1/2021.NAACL-MAIN.41	74276a37bfa50f90dfae37f767b2b67784bd402a	74276a37bfa50f90dfae37f767b2b67784bd402a	2020	North American Chapter of the Association for Computational Linguistics		2759	
70	https://www.semanticscholar.org/paper/2f36ec01ea0624d67dbd42bf10dea71863c0ccf7	2f36ec01ea0624d67dbd42bf10dea71863c0ccf7	2f36ec01ea0624d67dbd42bf10dea71863c0ccf7	2020	International Conference on Language Resources and Evaluation		79	
71	https://doi.org/10.18653/v1/W19-5301	ea3e18c7b10a137d495054682c055a80b5be768c	ea3e18c7b10a137d495054682c055a80b5be768c	2019	Conference on Machine Translation		591	
72	https://www.semanticscholar.org/paper/09adaadcd4cc3e7aafef6573df7cab133cb9517b	09adaadcd4cc3e7aafef6573df7cab133cb9517b	09adaadcd4cc3e7aafef6573df7cab133cb9517b	2019	arXiv.org	ArXiv	76	
73	https://doi.org/10.18653/v1/2020.acl-main.747	6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6	6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6	2019	Annual Meeting of the Association for Computational Linguistics	ArXiv	7133	
74	https://www.semanticscholar.org/paper/ef9f81a662aa9618173d033e95d46d74e14aeafc	ef9f81a662aa9618173d033e95d46d74e14aeafc	ef9f81a662aa9618173d033e95d46d74e14aeafc	2007			174	
76	https://www.semanticscholar.org/paper/70ba3c205c0d0da82266f65beaeb2ad3393b44f7	70ba3c205c0d0da82266f65beaeb2ad3393b44f7	70ba3c205c0d0da82266f65beaeb2ad3393b44f7	2009	Recent Advances in Natural Language Processing		23	
77	https://doi.org/10.1371/journal.pone.0196391	892c911ca68f5b4bad59cde7eeb6c738ec6c4586	892c911ca68f5b4bad59cde7eeb6c738ec6c4586	2018	PLoS ONE	PLoS ONE	1837	
78	https://doi.org/10.1007/s10590-021-09262-4	4355a422890673a5ca7c6dd1b3939307a2b8c564	4355a422890673a5ca7c6dd1b3939307a2b8c564	2021	Machine Translation	Machine Translation	26	
79	https://www.semanticscholar.org/paper/ad26a45e8bc1f5e741861b1c90d20475dfe656e2	ad26a45e8bc1f5e741861b1c90d20475dfe656e2	ad26a45e8bc1f5e741861b1c90d20475dfe656e2	2012	Workshop on Spoken Language Technologies for Under-resourced Languages		12	
80	https://doi.org/10.18653/V1/2020.COLING-MAIN.91	75d04436ab8fd65cf105872bc8d3b7262348fe19	75d04436ab8fd65cf105872bc8d3b7262348fe19	2020	International Conference on Computational Linguistics		65	
81	https://www.semanticscholar.org/paper/d9595f9acec303c7ad06eeae8a054743cbaf21ce	d9595f9acec303c7ad06eeae8a054743cbaf21ce	d9595f9acec303c7ad06eeae8a054743cbaf21ce	2016	International Joint Conference on Artificial Intelligence		1162	
83	https://doi.org/10.7176/nmmc/88-01	6daa3ae5093f264339a9e5d0c2963525ba411ff9	6daa3ae5093f264339a9e5d0c2963525ba411ff9	2020	New media and mass communication	New Media and Mass Communication	3	
84	https://doi.org/10.5121/CSIT.2018.80604	26208173cb317d15a1ee742e8ce7846f26b1a157	26208173cb317d15a1ee742e8ce7846f26b1a157	2018		Computer Science and Information Technology	82	
85	https://doi.org/10.1007/s00521-019-04144-6	c590d2c8c2fb6ce5d32ee9165ab24171165f2b70	c590d2c8c2fb6ce5d32ee9165ab24171165f2b70	2018		Neural Computing and Applications	366	
86	https://doi.org/10.1080/02643298508252870	a8a2673d19942c46969001e56462bbd147720796	a8a2673d19942c46969001e56462bbd147720796	1985		The Reading Teacher	14	
87	https://doi.org/10.1162/tacl_a_00051	e2dba792360873aef125572812f3673b1a85d850	e2dba792360873aef125572812f3673b1a85d850	2016	Transactions of the Association for Computational Linguistics	Transactions of the Association for Computational Linguistics	10221	
88	https://doi.org/10.1007/978-3-319-45510-5_34	a95b5506934b632eb546972a7942b748ad866086	a95b5506934b632eb546972a7942b748ad866086	2016	International Conference on Text, Speech and Dialogue		11	
89	https://doi.org/10.1007/978-3-030-24348-7_72	279d174f6831b2a2b4f9b1d09035e2a524e29b76	279d174f6831b2a2b4f9b1d09035e2a524e29b76	2020		Encyclopedic Dictionary of Archaeology	39	
90	https://www.semanticscholar.org/paper/3de2086da349bb07e1fffd0253aa425ca55cd321	3de2086da349bb07e1fffd0253aa425ca55cd321	3de2086da349bb07e1fffd0253aa425ca55cd321	2001			4	
91	https://doi.org/10.23919/ISTAFRICA.2017.8102402	2af32832f9b1c571ba7ad587d1d4e0584b5aef10	2af32832f9b1c571ba7ad587d1d4e0584b5aef10	2017	IST-Africa Week Conference	2017 IST-Africa Week Conference (IST-Africa)	10	
94	https://www.semanticscholar.org/paper/195351aee7cfae3a80fa77b16e7eece9f9afc894	195351aee7cfae3a80fa77b16e7eece9f9afc894	195351aee7cfae3a80fa77b16e7eece9f9afc894	2016	International Conference on Language Resources and Evaluation		122	
95	https://www.semanticscholar.org/paper/195351aee7cfae3a80fa77b16e7eece9f9afc894	195351aee7cfae3a80fa77b16e7eece9f9afc894	195351aee7cfae3a80fa77b16e7eece9f9afc894	2016	International Conference on Language Resources and Evaluation		122	
96	https://doi.org/10.3115/1564508.1564527	ad880bf603b7acbeb1583e725e5453fb7dd94253	ad880bf603b7acbeb1583e725e5453fb7dd94253	2009			45	
97	https://doi.org/10.3115/1621787.1621797	7298185021fa2bf4c750a3f0a2e05193f4c18de6	7298185021fa2bf4c750a3f0a2e05193f4c18de6	2005			40	
98	https://www.semanticscholar.org/paper/3d3d6d2f36ce45c1f2b020481b674de29d73c997	3d3d6d2f36ce45c1f2b020481b674de29d73c997	3d3d6d2f36ce45c1f2b020481b674de29d73c997	2013			9	
102	https://doi.org/10.48550/arXiv.2304.09972	d847ab7f4109d0a4c640d5ee34b510a76002fddb	d847ab7f4109d0a4c640d5ee34b510a76002fddb	2023	International Joint Conference on Natural Language Processing		32	
103	https://www.semanticscholar.org/paper/814a4f680b9ba6baba23b93499f4b48af1a27678	814a4f680b9ba6baba23b93499f4b48af1a27678	814a4f680b9ba6baba23b93499f4b48af1a27678	2020	International Conference on Learning Representations	ArXiv	5720	
104	https://www.semanticscholar.org/paper/a0751f9090009b1ce37838ea80fa991fe3a3c25d	a0751f9090009b1ce37838ea80fa991fe3a3c25d	a0751f9090009b1ce37838ea80fa991fe3a3c25d	2021	arXiv.org	ArXiv	23	
105	https://doi.org/10.18653/V1/2021.NAACL-MAIN.375	3a7af14915e8d1a3de470ba6fe3b4d620becb85c	3a7af14915e8d1a3de470ba6fe3b4d620becb85c	2021	North American Chapter of the Association for Computational Linguistics		37	
106	https://doi.org/10.23919/ISTAFRICA.2017.8102402	2af32832f9b1c571ba7ad587d1d4e0584b5aef10	2af32832f9b1c571ba7ad587d1d4e0584b5aef10	2017	IST-Africa Week Conference	2017 IST-Africa Week Conference (IST-Africa)	10	
107	https://doi.org/10.21437/Interspeech.2005-467	7c2e83b640f1431dadfe0091e754d5283560915c	7c2e83b640f1431dadfe0091e754d5283560915c	2005	Interspeech		92	
108	https://doi.org/10.3390/app10031117	6703c5c5600c9ba7c135a6dc100f7a2a574866c3	6703c5c5600c9ba7c135a6dc100f7a2a574866c3	2020	Applied Sciences	Applied Sciences	20	
109	https://www.semanticscholar.org/paper/b9b66dafb102613afab8db7042df5ba7b8e96d7c	b9b66dafb102613afab8db7042df5ba7b8e96d7c	b9b66dafb102613afab8db7042df5ba7b8e96d7c	2010			7	
110	https://www.semanticscholar.org/paper/ecc9c828eab2064c67b70d3d7c3ecf14ee802a93	ecc9c828eab2064c67b70d3d7c3ecf14ee802a93	ecc9c828eab2064c67b70d3d7c3ecf14ee802a93	2006			9	
111	https://www.semanticscholar.org/paper/ee1d5d2ecaf3ceb9f1b4361704dc6c9ef43b050f	ee1d5d2ecaf3ceb9f1b4361704dc6c9ef43b050f	ee1d5d2ecaf3ceb9f1b4361704dc6c9ef43b050f	2018			23	
112	https://doi.org/10.1007/978-3-030-13073-2_10	7cd316505f52aa337ef8a2aff10bc6bf1df561d0	7cd316505f52aa337ef8a2aff10bc6bf1df561d0	2019		Shallow Water Hydraulics	68072	
113	https://www.semanticscholar.org/paper/9fc4a92ab1db00a20d6f0757cbfccc436774e4c3	9fc4a92ab1db00a20d6f0757cbfccc436774e4c3	9fc4a92ab1db00a20d6f0757cbfccc436774e4c3	2010			3	
114	https://www.semanticscholar.org/paper/5a0cc05753097721d2c6397d7a7ad0ce4acf4569	5a0cc05753097721d2c6397d7a7ad0ce4acf4569	5a0cc05753097721d2c6397d7a7ad0ce4acf4569	2016	International Conference on Language Resources and Evaluation		26	
115	https://doi.org/10.1007/s41870-020-00470-4	3628d7948b936c49a759de280b4b0f0b81c743a1	3628d7948b936c49a759de280b4b0f0b81c743a1	2020	International journal of information technology	International Journal of Information Technology	15	
117	https://doi.org/10.18653/V1/2020.COLING-MAIN.91	75d04436ab8fd65cf105872bc8d3b7262348fe19	75d04436ab8fd65cf105872bc8d3b7262348fe19	2020	International Conference on Computational Linguistics		65	
119	https://doi.org/10.48550/arXiv.2309.07445	a517575328ca3b8289fa95bd9f71669e1cf7127a	a517575328ca3b8289fa95bd9f71669e1cf7127a	2023	Conference of the European Chapter of the Association for Computational Linguistics		111	
120	https://doi.org/10.1145/2623330.2623732	fff114cbba4f3ba900f33da574283e3de7f26c83	fff114cbba4f3ba900f33da574283e3de7f26c83	2014	Knowledge Discovery and Data Mining	Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining	10130	
121	https://doi.org/10.18653/v1/P18-2124	4d1c856275744c0284312a3a50efb6ca9dc4cd4c	4d1c856275744c0284312a3a50efb6ca9dc4cd4c	2018	Annual Meeting of the Association for Computational Linguistics	ArXiv	3002	
122	https://doi.org/10.48550/arXiv.2305.08487	e4aa101556fc5b238a88d99c07c1055fe3bc4764	e4aa101556fc5b238a88d99c07c1055fe3bc4764	2023	arXiv.org	ArXiv	26	
123	https://doi.org/10.18653/v1/2020.nlpcovid19-2.5	5431098723db5858c4553f0259921cbbdd6492d5	5431098723db5858c4553f0259921cbbdd6492d5	2020		ArXiv	98	
125	https://www.semanticscholar.org/paper/92923003c79ebc3d8b8d66fea1c7d9f2088aa4c0	92923003c79ebc3d8b8d66fea1c7d9f2088aa4c0	92923003c79ebc3d8b8d66fea1c7d9f2088aa4c0	2012			12	
129	https://www.semanticscholar.org/paper/25ca4a36df2955b345634b5f8a6b6bb66a774b3c	25ca4a36df2955b345634b5f8a6b6bb66a774b3c	25ca4a36df2955b345634b5f8a6b6bb66a774b3c	2012	International Conference on Language Resources and Evaluation		1965	
130	https://doi.org/10.18653/v1/2021.eacl-main.115	f48f90464d9694e2ea18767f14842c64c9a1e8fb	f48f90464d9694e2ea18767f14842c64c9a1e8fb	2019	Conference of the European Chapter of the Association for Computational Linguistics	ArXiv	415	
132	https://doi.org/10.5120/17522-8084	399be02d5c63baea054a56d123af066ef9324154	399be02d5c63baea054a56d123af066ef9324154	2014		International Journal of Computer Applications	14	
133	https://www.semanticscholar.org/paper/05582b1f331e736677f601625ef8668032984ea2	05582b1f331e736677f601625ef8668032984ea2	05582b1f331e736677f601625ef8668032984ea2	2005	˜The œinternational Arab journal of information technology	Int. Arab J. Inf. Technol.	22	
134	https://doi.org/10.48550/arXiv.2205.03018	011f594f8029a963ab40d8c2ee90f809b9798265	011f594f8029a963ab40d8c2ee90f809b9798265	2022	arXiv.org	ArXiv	25	
136	https://doi.org/10.48550/arXiv.2207.03422	7881a1982a565f6d4125dec52c7b7a904dd97c2b	7881a1982a565f6d4125dec52c7b7a904dd97c2b	2022	International Conference on Language Resources and Evaluation		9	
137	https://www.semanticscholar.org/paper/b51ce2126eadf25586b118b284cc5dfa0065b557	b51ce2126eadf25586b118b284cc5dfa0065b557	b51ce2126eadf25586b118b284cc5dfa0065b557	2022	Taiwan Conference on Computational Linguistics and Speech Processing		12	
138	https://doi.org/10.1007/978-981-33-4084-8_4	4220eddf15ca2fa85918a2d240d0a50320acd44f	4220eddf15ca2fa85918a2d240d0a50320acd44f	2021		Proceedings of the International Conference on Computing and Communication Systems	16	
140	https://doi.org/10.1007/978-3-030-42363-6_15	aa1777f2c7034bdd37d0c091a9202f2204bd7c94	aa1777f2c7034bdd37d0c091a9202f2204bd7c94	2019			5	
141	https://doi.org/10.1145/2432553.2432566	da1deaa8d7813cbb03bd31a593d49cdcee28eb9b	da1deaa8d7813cbb03bd31a593d49cdcee28eb9b	2012			12	
144	https://doi.org/10.52783/jes.1506	8c0f917262badd552b3dcd405ab6fd35cab718c5	8c0f917262badd552b3dcd405ab6fd35cab718c5	2024	Journal of Electrical Systems	Journal of Electrical Systems	1	
145	https://www.semanticscholar.org/paper/01d99bfa62e7cc66ee70115ea5d6e4fc471d5c96	01d99bfa62e7cc66ee70115ea5d6e4fc471d5c96	01d99bfa62e7cc66ee70115ea5d6e4fc471d5c96	2014	Global WordNet Conference		18	
146	https://www.semanticscholar.org/paper/0b6df9e9b7d3ca332600bb8ac24ff2f957b80768	0b6df9e9b7d3ca332600bb8ac24ff2f957b80768	0b6df9e9b7d3ca332600bb8ac24ff2f957b80768	2023	Pacific Asia Conference on Language, Information and Computation		4	
147	https://www.semanticscholar.org/paper/63a71de0dafc90910e37a2b07169ff486d9b5fe5	63a71de0dafc90910e37a2b07169ff486d9b5fe5	63a71de0dafc90910e37a2b07169ff486d9b5fe5	2019	International Conference on Language Resources and Evaluation	ArXiv	1884	
148	https://doi.org/10.3115/v1/N15-3017	315fe153d7653814030e5ccf24aaff136bfec24f	315fe153d7653814030e5ccf24aaff136bfec24f	2015	North American Chapter of the Association for Computational Linguistics		46	
149	https://doi.org/10.18653/v1/2020.loresmt-1.9	beb4d58f53b45ee2f7757fc25d3538b022bcb614	beb4d58f53b45ee2f7757fc25d3538b022bcb614	2020		Proceedings of the 3rd Workshop on Technologies for MT of Low Resource Languages	17	
150	https://www.semanticscholar.org/paper/bfdc43beebd1f0d2b24b8f1564a9072bb21a6a64	bfdc43beebd1f0d2b24b8f1564a9072bb21a6a64	bfdc43beebd1f0d2b24b8f1564a9072bb21a6a64	2021			7	
152	https://doi.org/10.48550/arXiv.2211.11418	32100a9b4dfb7476e642703a85ae6c2998ecbc8f	32100a9b4dfb7476e642703a85ae6c2998ecbc8f	2022	arXiv.org	ArXiv	71	
155	https://doi.org/10.18653/v1/2024.acl-long.843	23b608d50413862fe82ca371d919da18c77ec0ef	23b608d50413862fe82ca371d919da18c77ec0ef	2024	Annual Meeting of the Association for Computational Linguistics	ArXiv	46	
157	https://doi.org/10.48550/arXiv.2409.08706	86ec99323303fbef3a385033204ea61646ba3203	86ec99323303fbef3a385033204ea61646ba3203	2024	Pacific Asia Conference on Language, Information and Computation	ArXiv	7	
158	https://doi.org/10.1007/978-3-642-20128-8_8	ebdc31a20fedc342d3569e395c0e79beb9b2621f	ebdc31a20fedc342d3569e395c0e79beb9b2621f	2013			22	
159	https://doi.org/10.1145/3297001.3297045	d892f1197798c188d11e436ab61c83e01666aea2	d892f1197798c188d11e436ab61c83e01666aea2	2019		Proceedings of the ACM India Joint International Conference on Data Science and Management of Data	8	
